"S01F1","S01F2","S01F3","S01F4","S01F5","S01F6","S01F7","S02F1","S02F2","S02F3","S02F4","S02F5","S02F6","S02F7","S03F1","S03F2","S03F3","S03F4","S03F5","S03F6","S03F7","S04F1","S04F2","S04F3","S04F4","S04F5","S04F6","S04F7","S05F1","S05F2","S05F3","S05F4","S05F5","S05F6","S05F7","S06F1","S06F2","S06F3","S06F4","S06F5","S06F6","S06F7","S07F1","S07F2","S07F3","S07F4","S07F5","S07F6","S07F7","S08F1","S08F2","S08F3","S08F4","S08F5","S08F6","S08F7","S09F1","S09F2","S09F3","S09F4","S09F5","S09F6","S09F7","S10F1","S10F2","S10F3","S10F4","S10F5","S10F6","S10F7","S11F1","S11F2","S11F3","S11F4","S11F5","S11F6","S11F7","S12F1","S12F2","S12F3","S12F4","S12F5","S12F6","S12F7","S13F1","S13F2","S13F3","S13F4","S13F5","S13F6","S13F7","S14F1","S14F2","S14F3","S14F4","S14F5","S14F6","S14F7","S15F1","S15F2","S15F3","S15F4","S15F5","S15F6","S15F7","S16F1","S16F2","S16F3","S16F4","S16F5","S16F6","S16F7","S17F1","S17F2","S17F3","S17F4","S17F5","S17F6","S17F7","S18F1","S18F2","S18F3","S18F4","S18F5","S18F6","S18F7","S01F1 (#1)","S01F2 (#1)","S01F3 (#1)","S01F4 (#1)","S01F5 (#1)","S01F6 (#1)","S01F7 (#1)","S02F1 (#1)","S02F2 (#1)","S02F3 (#1)","S02F4 (#1)","S02F5 (#1)","S02F6 (#1)","S02F7 (#1)","S03F1 (#1)","S03F2 (#1)","S03F3 (#1)","S03F4 (#1)","S03F5 (#1)","S03F6 (#1)","S03F7 (#1)","S04F1 (#1)","S04F2 (#1)","S04F3 (#1)","S04F4 (#1)","S04F5 (#1)","S04F6 (#1)","S04F7 (#1)","S05F1 (#1)","S05F2 (#1)","S05F3 (#1)","S05F4 (#1)","S05F5 (#1)","S05F6 (#1)","S05F7 (#1)","S06F1 (#1)","S06F2 (#1)","S06F3 (#1)","S06F4 (#1)","S06F5 (#1)","S06F6 (#1)","S06F7 (#1)","S07F1 (#1)","S07F2 (#1)","S07F3 (#1)","S07F4 (#1)","S07F5 (#1)","S07F6 (#1)","S07F7 (#1)","S08F1 (#1)","S08F2 (#1)","S08F3 (#1)","S08F4 (#1)","S08F5 (#1)","S08F6 (#1)","S08F7 (#1)","S09F1 (#1)","S09F2 (#1)","S09F3 (#1)","S09F4 (#1)","S09F5 (#1)","S09F6 (#1)","S09F7 (#1)","S10F1 (#1)","S10F2 (#1)","S10F3 (#1)","S10F4 (#1)","S10F5 (#1)","S10F6 (#1)","S10F7 (#1)","S11F1 (#1)","S11F2 (#1)","S11F3 (#1)","S11F4 (#1)","S11F5 (#1)","S11F6 (#1)","S11F7 (#1)","S12F1 (#1)","S12F2 (#1)","S12F3 (#1)","S12F4 (#1)","S12F5 (#1)","S12F6 (#1)","S12F7 (#1)","S13F1 (#1)","S13F2 (#1)","S13F3 (#1)","S13F4 (#1)","S13F5 (#1)","S13F6 (#1)","S13F7 (#1)","S14F1 (#1)","S14F2 (#1)","S14F3 (#1)","S14F4 (#1)","S14F5 (#1)","S14F6 (#1)","S14F7 (#1)","S15F1 (#1)","S15F2 (#1)","S15F3 (#1)","S15F4 (#1)","S15F5 (#1)","S15F6 (#1)","S15F7 (#1)","S16F1 (#1)","S16F2 (#1)","S16F3 (#1)","S16F4 (#1)","S16F5 (#1)","S16F6 (#1)","S16F7 (#1)","S17F1 (#1)","S17F2 (#1)","S17F3 (#1)","S17F4 (#1)","S17F5 (#1)","S17F6 (#1)","S17F7 (#1)","S18F1 (#1)","S18F2 (#1)","S18F3 (#1)","S18F4 (#1)","S18F5 (#1)","S18F6 (#1)","S18F7 (#1)","ID",1,10,100,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,98,99,winner
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,94.26,0,4.26,0,0.97,0.7,3,122.52,32.53,2.05,7.75,0.91,0.68,6,113.39,25.61,3.74,11.25,0.94,0.68,3,115.14,5.85,6.15,8.78,0.89,0.76,1,151,0,0,0,0.88,0.79,3,138.1,5.12,-4.26,16.03,0.94,0.73,2,129.93,30.08,-3.38,4.1,0.94,0.73,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,83.6,0,6.87,0,0.93,0.73,1,122,0,-17,0,0.99,0.67,1,115.43,0,-17.65,0,0.97,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.003,0.008,0.010,0.010,0.004,0.009,0.005,0.008,0.006,0.003,0.002,0.007,0.007,0.015,0.003,0.010,0.004,0.005,0.008,0.005,0.009,0.007,0.009,0.003,0.003,0.006,0.003,0.009,0.009,0.005,0.008,0.006,0.010,0.006,0.004,0.007,0.013,0.010,0.004,0.003,0.006,0.007,0.012,0.008,0.013,0.013,0.006,0.012,0.004,0.007,0.011,0.006,0.004,0.017,0.002,0.005,0.004,0.009,0.006,0.010,0.005,0.007,0.133,0.008,0.015,0.011,0.006,0.007,0.005,0.012,0.011,0.004,0.005,0.012,0.006,0.005,0.008,0.012,0.008,0.011,0.003,0.008,0.008,0.009,0.011,0.006,0.010,0.005,0.007,0.010,0.013,0.004,0.003,0.005,0.004,0.006,0.006,0.010,0.007,0.004,65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106.68,0,6.46,0,0.95,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,95.67,15.95,1.77,7.76,0.96,0.66,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104.68,0,-18.95,0,0.97,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.003,0.014,0.003,0.011,0.003,0.004,0.004,0.006,0.004,0.007,0.005,0.003,0.009,0.004,0.003,0.011,0.010,0.005,0.009,0.012,0.005,0.009,0.012,0.013,0.011,0.005,0.004,0.004,0.007,0.006,0.013,0.015,0.008,0.005,0.023,0.009,0.005,0.013,0.009,0.020,0.003,0.010,0.008,0.003,0.004,0.018,0.007,0.016,0.009,0.004,0.011,0.005,0.012,0.012,0.018,0.005,0.006,0.005,0.005,0.004,0.006,0.004,0.062,0.010,0.009,0.009,0.005,0.004,0.008,0.004,0.004,0.003,0.004,0.003,0.008,0.004,0.005,0.013,0.017,0.006,0.011,0.007,0.007,0.014,0.005,0.007,0.007,0.004,0.010,0.005,0.003,0.003,0.003,0.003,0.004,0.003,0.009,0.005,0.006,0.004,65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106,0,0,0,0.96,0.7,3,119.96,22.96,-1.7,15.57,0.92,0.68,4,113.94,25.19,-2.93,9.98,0.96,0.65,,,,,,,,,,,,,,,,,,,,,,2,127.47,23.65,-2.46,4.73,0.95,0.73,,,,,,,,1,144.68,0,8.75,0,0.94,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.8,0,-11.43,0,0.98,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.008,0.007,0.004,0.007,0.009,0.003,0.010,0.004,0.005,0.005,0.005,0.016,0.006,0.006,0.004,0.009,0.008,0.005,0.008,0.007,0.009,0.007,0.005,0.008,0.007,0.010,0.006,0.006,0.011,0.004,0.004,0.007,0.007,0.010,0.006,0.004,0.005,0.007,0.004,0.005,0.003,0.008,0.006,0.006,0.005,0.011,0.010,0.005,0.006,0.015,0.011,0.010,0.011,0.005,0.008,0.007,0.003,0.004,0.008,0.007,0.004,0.006,0.104,0.006,0.010,0.004,0.002,0.015,0.007,0.009,0.009,0.003,0.011,0.009,0.012,0.004,0.007,0.005,0.010,0.006,0.004,0.009,0.006,0.009,0.005,0.006,0.006,0.006,0.004,0.013,0.004,0.007,0.006,0.004,0.015,0.009,0.009,0.008,0.006,0.004,65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117.96,0,7.31,0,0.97,0.7,,,,,,,,,,,,,,,5,108.63,17.26,-0.13,10.22,0.87,0.71,1,111,0,9,0,0.89,0.71,2,139.37,7.52,-5.45,16.84,0.95,0.75,,,,,,,,,,,,,,,1,144.26,0,7.57,0,0.94,0.73,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,97.8,0,-16.03,0,0.97,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.004,0.013,0.004,0.017,0.003,0.010,0.005,0.005,0.004,0.005,0.005,0.004,0.016,0.009,0.009,0.009,0.004,0.004,0.007,0.015,0.005,0.011,0.005,0.006,0.003,0.004,0.010,0.004,0.007,0.008,0.006,0.008,0.006,0.007,0.011,0.014,0.005,0.009,0.003,0.004,0.005,0.010,0.007,0.005,0.006,0.009,0.009,0.008,0.007,0.006,0.008,0.007,0.010,0.009,0.005,0.009,0.008,0.009,0.016,0.007,0.005,0.012,0.099,0.004,0.005,0.008,0.007,0.008,0.006,0.005,0.005,0.003,0.005,0.005,0.009,0.005,0.017,0.005,0.017,0.011,0.006,0.009,0.006,0.015,0.008,0.014,0.007,0.004,0.004,0.008,0.004,0.005,0.005,0.005,0.005,0.006,0.004,0.005,0.004,0.006,65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114.53,0,-5.51,0,0.95,0.69,2,127.73,25.03,6.4,13.11,0.91,0.67,2,125.11,25.1,-3.92,3.35,0.95,0.66,3,113.12,24.47,1.99,9.96,0.89,0.76,0,0,0,0,0,0,0,1,150.57,0,16.99,0,0.97,0.72,1,108.66,0,-6.34,0,0.96,0.75,0,0,0,0,0,0,0,1,149.93,0,9.21,0,0.95,0.73,2,105.51,9.47,8.46,6.67,0.96,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.002,0.010,0.003,0.013,0.002,0.010,0.014,0.007,0.004,0.011,0.006,0.003,0.006,0.013,0.004,0.006,0.003,0.004,0.009,0.005,0.008,0.016,0.005,0.003,0.007,0.009,0.008,0.005,0.005,0.008,0.013,0.004,0.004,0.003,0.006,0.006,0.014,0.004,0.012,0.006,0.003,0.014,0.010,0.009,0.017,0.015,0.014,0.012,0.007,0.006,0.012,0.011,0.004,0.009,0.007,0.005,0.005,0.004,0.006,0.008,0.005,0.003,0.114,0.006,0.008,0.007,0.008,0.011,0.008,0.010,0.011,0.005,0.005,0.009,0.004,0.007,0.004,0.010,0.014,0.014,0.007,0.004,0.007,0.006,0.011,0.013,0.009,0.007,0.004,0.004,0.007,0.004,0.005,0.005,0.008,0.004,0.010,0.013,0.004,0.006,65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,9,9.5,5.5,0.76,0.61,3,118,19.8,3.33,1.89,0.96,0.69,0,0,0,0,0,0,0,3,123.33,18.8,-6.67,13.96,0.98,0.78,,,,,,,,3,111.67,13.02,-11.67,1.7,0.95,0.74,,,,,,,,3,105.67,15.63,7,6.53,0.96,0.82,6,120.5,25.52,0.5,8.75,0.96,0.77,4,145.25,6.91,1,11.02,0.96,0.71,2,104,16,-3,11,0.95,0.74,3,109.33,9.03,4.33,4.11,0.98,0.67,4,132,25.2,-6.25,8.79,0.96,0.63,1,80,0,-14,0,0.94,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.005,0.006,0.009,0.013,0.009,0.009,0.004,0.005,0.003,0.005,0.007,0.010,0.010,0.003,0.011,0.004,0.005,0.004,0.003,0.006,0.007,0.008,0.011,0.010,0.005,0.010,0.007,0.003,0.004,0.008,0.005,0.008,0.004,0.003,0.004,0.005,0.006,0.011,0.009,0.003,0.003,0.005,0.006,0.012,0.004,0.007,0.009,0.008,0.011,0.008,0.013,0.008,0.009,0.010,0.006,0.006,0.010,0.009,0.010,0.004,0.005,0.005,0.006,0.159,0.007,0.003,0.004,0.006,0.006,0.003,0.006,0.011,0.008,0.009,0.005,0.008,0.010,0.012,0.010,0.009,0.006,0.009,0.014,0.004,0.010,0.010,0.005,0.005,0.003,0.007,0.017,0.010,0.003,0.007,0.007,0.018,0.003,0.009,0.007,0.008,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108.78,0,6.86,0,0.75,0.59,3,115.76,18.49,5.9,4.9,0.96,0.69,0,0,0,0,0,0,0,2,117.95,28.06,-3.69,17.16,0.97,0.77,3,131.41,27.84,7.75,12.06,0.92,0.67,3,123.2,13.15,-9.06,0.57,0.94,0.74,4,115.67,19.1,7.99,8.51,0.96,0.74,0,0,0,0,0,0,0,5,114.99,28.57,0.68,11.31,0.95,0.75,3,142.43,15.74,-0.66,12.16,0.97,0.7,1,79.7,0,-17.53,0,0.96,0.87,3,119.78,19.96,0.64,12.2,0.98,0.66,4,121.17,29.89,-4.48,6.84,0.96,0.65,1,85.44,0,-20.56,0,0.94,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.006,0.009,0.006,0.014,0.005,0.007,0.008,0.008,0.006,0.004,0.004,0.006,0.007,0.014,0.008,0.004,0.005,0.007,0.006,0.005,0.008,0.010,0.008,0.006,0.004,0.008,0.010,0.009,0.012,0.011,0.010,0.005,0.007,0.006,0.004,0.010,0.008,0.005,0.006,0.006,0.007,0.011,0.005,0.009,0.011,0.009,0.008,0.022,0.008,0.008,0.008,0.004,0.004,0.006,0.005,0.008,0.006,0.006,0.007,0.010,0.007,0.003,0.012,0.133,0.005,0.006,0.008,0.008,0.006,0.009,0.016,0.009,0.008,0.007,0.003,0.006,0.009,0.008,0.018,0.003,0.013,0.007,0.005,0.004,0.007,0.010,0.010,0.006,0.006,0.004,0.007,0.008,0.004,0.005,0.003,0.010,0.009,0.005,0.014,0.011,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89.94,11.02,12.42,3.68,0.74,0.6,3,114.2,18.88,4.66,3.29,0.95,0.69,0,0,0,0,0,0,0,4,128.62,20.36,-1.14,12.4,0.95,0.76,4,124.49,28.45,7.16,11.07,0.9,0.69,3,116.32,12.85,-13.31,2.72,0.94,0.73,5,120.69,19.59,5.05,11.72,0.96,0.72,2,109.77,13.72,8.64,6.85,0.94,0.85,7,119.39,30.37,0.41,9.97,0.95,0.77,4,140.95,11.77,3.89,12.58,0.96,0.71,,,,,,,,,,,,,,,6,131.99,19.92,-2.75,8.17,0.96,0.64,1,86.65,0,-18.85,0,0.94,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.004,0.008,0.009,0.009,0.011,0.004,0.006,0.004,0.007,0.013,0.013,0.010,0.006,0.003,0.010,0.006,0.006,0.006,0.004,0.006,0.006,0.006,0.006,0.005,0.009,0.012,0.023,0.009,0.004,0.004,0.005,0.009,0.009,0.010,0.003,0.003,0.007,0.007,0.008,0.007,0.005,0.003,0.007,0.005,0.006,0.008,0.003,0.008,0.011,0.007,0.010,0.004,0.013,0.011,0.009,0.003,0.006,0.002,0.004,0.004,0.004,0.006,0.009,0.161,0.004,0.003,0.006,0.013,0.006,0.009,0.006,0.011,0.005,0.007,0.003,0.005,0.005,0.003,0.007,0.011,0.010,0.008,0.005,0.009,0.006,0.003,0.012,0.008,0.010,0.005,0.011,0.010,0.006,0.012,0.010,0.007,0.012,0.004,0.010,0.004,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93.31,17.77,10.19,3.35,0.73,0.61,,,,,,,,0,0,0,0,0,0,0,,,,,,,,3,121.62,27.41,1.98,5.03,0.92,0.68,3,110.71,11,-9,3.86,0.95,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,109.73,18.59,3.58,0.44,0.97,0.67,5,124.59,27.03,-4.87,9.14,0.96,0.64,1,84.69,0,-22.93,0,0.94,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.005,0.004,0.005,0.010,0.012,0.003,0.010,0.006,0.009,0.008,0.004,0.010,0.003,0.004,0.010,0.008,0.007,0.009,0.003,0.003,0.011,0.016,0.012,0.004,0.002,0.006,0.008,0.009,0.007,0.008,0.005,0.004,0.004,0.004,0.009,0.004,0.005,0.005,0.009,0.002,0.013,0.003,0.005,0.006,0.009,0.005,0.004,0.010,0.011,0.015,0.012,0.004,0.004,0.008,0.004,0.009,0.005,0.007,0.006,0.009,0.008,0.003,0.003,0.124,0.012,0.003,0.006,0.008,0.006,0.003,0.009,0.009,0.016,0.003,0.003,0.003,0.008,0.009,0.010,0.007,0.005,0.008,0.009,0.009,0.010,0.003,0.007,0.004,0.004,0.009,0.004,0.009,0.003,0.004,0.004,0.012,0.003,0.004,0.013,0.015,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,105.09,4.96,10.98,8.12,0.77,0.61,3,115.57,19.58,0.85,3.64,0.94,0.7,0,0,0,0,0,0,0,2,110.94,24.25,-19.01,2.24,0.97,0.83,,,,,,,,,,,,,,,4,105.25,28.82,2.99,13.61,0.95,0.71,3,104.95,21.99,5.6,5.75,0.96,0.82,,,,,,,,4,144.66,11.07,0.56,9.94,0.96,0.71,,,,,,,,3,108.69,7.2,3.04,3.46,0.98,0.68,3,133.11,29.13,-7.54,12.01,0.95,0.63,1,75.54,0,-6.84,0,0.94,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.007,0.003,0.006,0.009,0.005,0.007,0.013,0.008,0.003,0.008,0.004,0.004,0.003,0.009,0.014,0.008,0.013,0.007,0.008,0.009,0.007,0.006,0.012,0.005,0.008,0.006,0.013,0.005,0.003,0.004,0.009,0.006,0.003,0.003,0.005,0.007,0.006,0.004,0.010,0.004,0.008,0.008,0.008,0.004,0.004,0.005,0.008,0.012,0.008,0.008,0.010,0.006,0.006,0.011,0.006,0.007,0.011,0.007,0.005,0.007,0.010,0.004,0.003,0.143,0.007,0.006,0.004,0.005,0.006,0.003,0.009,0.011,0.004,0.013,0.003,0.016,0.014,0.007,0.009,0.004,0.011,0.013,0.014,0.003,0.002,0.003,0.010,0.004,0.004,0.009,0.004,0.012,0.004,0.005,0.003,0.014,0.015,0.010,0.004,0.008,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,105.26,10.26,6.3,5.69,0.77,0.6,3,125.22,14.33,4.08,6.64,0.96,0.69,0,0,0,0,0,0,0,3,115.95,21.35,-7.4,15.83,0.98,0.78,3,128.87,26.09,5.54,11.15,0.92,0.68,3,112.97,12.14,-10.92,3.8,0.94,0.74,3,122.68,21.4,15.2,9.16,0.95,0.77,2,111.58,0.42,4.39,3.88,0.94,0.74,7,117.81,27.29,3.04,11.88,0.96,0.76,4,149.79,5.14,-2.17,8.62,0.96,0.71,2,100.63,26.95,0.61,8.41,0.94,0.73,3,111.94,6.36,1.85,8.51,0.98,0.67,4,138.04,27.44,-6.73,8.79,0.96,0.63,1,85.16,0,-15.67,0,0.95,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.007,0.004,0.009,0.010,0.006,0.004,0.006,0.008,0.003,0.008,0.008,0.008,0.006,0.006,0.010,0.005,0.009,0.006,0.006,0.010,0.009,0.005,0.017,0.006,0.004,0.005,0.013,0.006,0.009,0.007,0.007,0.009,0.003,0.003,0.007,0.006,0.003,0.008,0.006,0.006,0.003,0.007,0.004,0.010,0.011,0.004,0.006,0.014,0.018,0.012,0.009,0.011,0.005,0.011,0.004,0.005,0.007,0.008,0.005,0.005,0.006,0.009,0.003,0.177,0.005,0.006,0.006,0.013,0.007,0.006,0.014,0.006,0.006,0.009,0.002,0.005,0.012,0.011,0.011,0.003,0.010,0.006,0.008,0.007,0.005,0.004,0.008,0.007,0.004,0.005,0.005,0.007,0.008,0.009,0.005,0.008,0.010,0.003,0.011,0.006,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,-16,0,0.98,0.67,1,89,0,-17,0,1,0.62,2,103.5,14.5,-5,12,0.92,0.67,1,132,0,-1,0,0.89,0.7,5,140.4,8.66,4.2,5.11,0.97,0.77,2,82,2,-3,4,0.9,0.74,4,112.75,25.92,-2.5,10.9,0.95,0.77,4,124.25,21.6,-9.25,8.7,0.96,0.76,3,105.67,16.36,-2,8.52,0.93,0.82,6,130.83,29.65,1.17,7.56,0.96,0.7,5,120.6,30.83,8.4,8.31,0.95,0.75,4,129,18.48,2.25,13.94,0.98,0.7,,,,,,,,1,139,0,-1,0,0.96,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0.004,0.005,0.009,0.012,0.004,0.003,0.006,0.011,0.006,0.012,0.005,0.007,0.004,0.006,0.005,0.013,0.005,0.003,0.005,0.005,0.009,0.006,0.011,0.011,0.014,0.007,0.008,0.010,0.014,0.007,0.005,0.008,0.008,0.003,0.009,0.005,0.005,0.003,0.012,0.011,0.004,0.002,0.004,0.007,0.009,0.005,0.014,0.007,0.008,0.005,0.003,0.004,0.007,0.003,0.008,0.011,0.010,0.007,0.004,0.008,0.009,0.016,0.006,0.005,0.161,0.004,0.012,0.007,0.008,0.005,0.010,0.005,0.006,0.006,0.009,0.004,0.005,0.006,0.008,0.010,0.006,0.007,0.009,0.005,0.006,0.008,0.008,0.009,0.007,0.008,0.010,0.005,0.005,0.009,0.013,0.014,0.007,0.005,0.005,0.006,67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2,102.28,4.03,-8.01,3.93,0.92,0.67,1,134.08,0,-7.28,0,0.89,0.68,4,143.87,9.35,4.15,7.75,0.97,0.76,2,82.12,2.09,-2.76,1.33,0.9,0.73,4,115.23,22.73,-5.57,11.36,0.95,0.77,,,,,,,,,,,,,,,5,137.21,27.27,1.75,7.01,0.97,0.72,5,121.21,25.02,8.93,9.04,0.95,0.75,,,,,,,,2,151.55,0.52,2.83,3.97,0.94,0.66,1,139.04,0,-7.02,0,0.96,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0.004,0.006,0.008,0.009,0.007,0.004,0.011,0.013,0.007,0.005,0.006,0.003,0.004,0.008,0.004,0.008,0.012,0.003,0.004,0.004,0.013,0.009,0.007,0.008,0.008,0.004,0.006,0.006,0.008,0.008,0.005,0.004,0.009,0.006,0.013,0.008,0.016,0.003,0.015,0.008,0.007,0.007,0.003,0.006,0.010,0.004,0.006,0.007,0.007,0.010,0.005,0.008,0.004,0.005,0.012,0.005,0.009,0.004,0.006,0.007,0.005,0.012,0.008,0.004,0.150,0.007,0.004,0.008,0.004,0.010,0.005,0.005,0.010,0.006,0.004,0.008,0.006,0.010,0.011,0.005,0.005,0.005,0.012,0.006,0.008,0.005,0.009,0.008,0.008,0.003,0.005,0.004,0.012,0.008,0.004,0.012,0.007,0.006,0.005,0.004,67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,138.29,0,3.73,0,0.9,0.7,5,132.19,26.12,1.84,7.78,0.95,0.79,5,114.6,33.6,-3.54,7.77,0.9,0.74,5,107.53,22.25,-0.15,13.26,0.95,0.77,4,124.12,26.57,-10.01,10.54,0.96,0.75,4,104.04,21.45,2.74,7.5,0.94,0.81,,,,,,,,,,,,,,,,,,,,,,3,139.7,28.04,1.22,5.97,0.94,0.67,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0.009,0.007,0.004,0.006,0.007,0.004,0.005,0.016,0.005,0.008,0.012,0.005,0.004,0.005,0.006,0.013,0.005,0.006,0.010,0.006,0.005,0.007,0.006,0.010,0.007,0.009,0.005,0.008,0.005,0.007,0.004,0.004,0.005,0.005,0.005,0.005,0.007,0.004,0.005,0.005,0.010,0.005,0.008,0.009,0.012,0.007,0.004,0.003,0.010,0.007,0.013,0.011,0.008,0.006,0.006,0.005,0.007,0.009,0.010,0.009,0.012,0.004,0.004,0.008,0.123,0.005,0.004,0.005,0.004,0.007,0.008,0.005,0.005,0.015,0.004,0.004,0.005,0.019,0.021,0.002,0.007,0.004,0.006,0.007,0.008,0.006,0.006,0.009,0.004,0.008,0.012,0.005,0.008,0.006,0.005,0.017,0.005,0.010,0.006,0.013,67
